date_published,title,authors,summary,url,category
2025-05-20 15:30:05+00:00,open5Gcube: A Modular and Usable Framework for Mobile Network Laboratories,"['Thorsten Horstmann', 'Dominik Brunke', 'Tobias Kremeyer', 'Matthias Wilmes', 'Gunnar Schneider', 'Julian Sturm', 'Hartmut König', 'Michael Rademacher']","In mobile network research, the integration of real-world components such as
User Equipment (UE) with open-source network infrastructure is essential yet
challenging. To address these issues, we introduce open5Gcube, a modular
framework designed to integrate popular open-source mobile network projects
into a unified management environment. Our publicly available framework allows
researchers to flexibly combine different open-source implementations,
including different versions, and simplifies experimental setups through
containerization and lightweight orchestration. We demonstrate the practical
usability of open5Gcube by evaluating its compatibility with various commercial
off-the-shelf (COTS) smartphones and modems across multiple mobile generations
(2G, 4G, and 5G). The results underline the versatility and reproducibility of
our approach, significantly advancing the accessibility of rigorous
experimentation in mobile network laboratories.",http://arxiv.org/pdf/2505.14501v1,cs.NI
2025-05-20 07:29:26+00:00,AutoBio: A Simulation and Benchmark for Robotic Automation in Digital Biology Laboratory,"['Zhiqian Lan', 'Yuxuan Jiang', 'Ruiqi Wang', 'Xuanbing Xie', 'Rongkui Zhang', 'Yicheng Zhu', 'Peihang Li', 'Tianshuo Yang', 'Tianxing Chen', 'Haoyu Gao', 'Xiaokang Yang', 'Xuelong Li', 'Hongyuan Zhang', 'Yao Mu', 'Ping Luo']","Vision-language-action (VLA) models have shown promise as generalist robotic
policies by jointly leveraging visual, linguistic, and proprioceptive
modalities to generate action trajectories. While recent benchmarks have
advanced VLA research in domestic tasks, professional science-oriented domains
remain underexplored. We introduce AutoBio, a simulation framework and
benchmark designed to evaluate robotic automation in biology laboratory
environments--an application domain that combines structured protocols with
demanding precision and multimodal interaction. AutoBio extends existing
simulation capabilities through a pipeline for digitizing real-world laboratory
instruments, specialized physics plugins for mechanisms ubiquitous in
laboratory workflows, and a rendering stack that support dynamic instrument
interfaces and transparent materials through physically based rendering. Our
benchmark comprises biologically grounded tasks spanning three difficulty
levels, enabling standardized evaluation of language-guided robotic
manipulation in experimental protocols. We provide infrastructure for
demonstration generation and seamless integration with VLA models. Baseline
evaluations with two SOTA VLA models reveal significant gaps in precision
manipulation, visual reasoning, and instruction following in scientific
workflows. By releasing AutoBio, we aim to catalyze research on generalist
robotic systems for complex, high-precision, and multimodal professional
environments. The simulator and benchmark are publicly available to facilitate
reproducible research.",http://arxiv.org/pdf/2505.14030v3,cs.RO
2025-05-19 14:46:24+00:00,Combinatorial Sample-and Back-Focal-Plane (BFP) Imaging. Pt. I: Instrument and acquisition parameters affecting BFP images and their analysis,"['Omer Shavit', 'Hervé Suaudeau', 'Carine Julien', 'Hodaya Klimovsky', 'Natalia Mañas-Chavernas', 'Adi Salomon', 'Martin Oheim']","The back-focal plane (BFP) of a high-numerical aperture objective contains
the fluoro-phore radiation pattern, which encodes information about the axial
fluorophore position, molecular orientation and the local refractive index of
the embedding medium. BFP image acquisition and analysis are common to
conoscopy, k-space imaging, supercritical-angle fluorescence (SAF) and
single-molecule detection, but they are rarely being used in biological
fluorescence. This work addresses a critical gap in quantitative microscopy by
enabling reliable, real-time BFP imaging under low-light conditions and/or
short exposure times, typical of biological experiments. By systematically
analyzing how key parameters - such as Bertrand lens position, defocus, pixel
size, and binning - affect BFP image quality and SAF/UAF ratios, we provide a
robust framework for accurate axial fluorophore localization and near-membrane
refractive-index measurements. The described hardware- and software integration
allows for multi-dimensional image-series and online quality control, reducing
experimental error and enhancing reproducibility. Our contributions lay the
foundation for standardized BFP imaging across laboratories, expanding its
application to dynamic biological systems, and opening the door to machine
learning-based analysis pipelines. Ultimately, this work transforms BFP imaging
from an expert-dependent technique into a reproducible and scalable tool for
surface-sensitive fluorescence microscopy.",http://arxiv.org/pdf/2505.13190v1,physics.optics
2025-05-16 12:43:04+00:00,VitaGraph: Building a Knowledge Graph for Biologically Relevant Learning Tasks,"['Francesco Madeddu', 'Lucia Testa', 'Gianluca De Carlo', 'Michele Pieroni', 'Andrea Mastropietro', 'Aris Anagnostopoulos', 'Paolo Tieri', 'Sergio Barbarossa']","The intrinsic complexity of human biology presents ongoing challenges to
scientific understanding. Researchers collaborate across disciplines to expand
our knowledge of the biological interactions that define human life. AI
methodologies have emerged as powerful tools across scientific domains,
particularly in computational biology, where graph data structures effectively
model biological entities such as protein-protein interaction (PPI) networks
and gene functional networks. Those networks are used as datasets for paramount
network medicine tasks, such as gene-disease association prediction, drug
repurposing, and polypharmacy side effect studies. Reliable predictions from
machine learning models require high-quality foundational data. In this work,
we present a comprehensive multi-purpose biological knowledge graph constructed
by integrating and refining multiple publicly available datasets. Building upon
the Drug Repurposing Knowledge Graph (DRKG), we define a pipeline tasked with
a) cleaning inconsistencies and redundancies present in DRKG, b) coalescing
information from the main available public data sources, and c) enriching the
graph nodes with expressive feature vectors such as molecular fingerprints and
gene ontologies. Biologically and chemically relevant features improve the
capacity of machine learning models to generate accurate and well-structured
embedding spaces. The resulting resource represents a coherent and reliable
biological knowledge graph that serves as a state-of-the-art platform to
advance research in computational biology and precision medicine. Moreover, it
offers the opportunity to benchmark graph-based machine learning and network
medicine models on relevant tasks. We demonstrate the effectiveness of the
proposed dataset by benchmarking it against the task of drug repurposing, PPI
prediction, and side-effect prediction, modeled as link prediction problems.",http://arxiv.org/pdf/2505.11185v1,cs.LG
2025-05-15 00:37:03+00:00,Deep Learning and Explainable AI: New Pathways to Genetic Insights,"['Chenyu Wang', 'Chaoying Zuo', 'Zihan Su', 'Yuhang Xing', 'Lu Li', 'Maojun Wang', 'Zeyu Zhang']","Deep learning-based AI models have been extensively applied in genomics,
achieving remarkable success across diverse applications. As these models gain
prominence, there exists an urgent need for interpretability methods to
establish trustworthiness in model-driven decisions. For genetic researchers,
interpretable insights derived from these models hold significant value in
providing novel perspectives for understanding biological processes. Current
interpretability analyses in genomics predominantly rely on intuition and
experience rather than rigorous theoretical foundations. In this review, we
systematically categorize interpretability methods into input-based and
model-based approaches, while critically evaluating their limitations through
concrete biological application scenarios. Furthermore, we establish
theoretical underpinnings to elucidate the origins of these constraints through
formal mathematical demonstrations, aiming to assist genetic researchers in
better understanding and designing models in the future. Finally, we provide
feasible suggestions for future research on interpretability in the field of
genetics.",http://arxiv.org/pdf/2505.09873v1,q-bio.GN
2025-05-14 06:11:55+00:00,Great Short History of Microbiology Development as a Science,['Daniil S. Gerassimov'],"The study of microorganisms, or microbiology, has demonstrated significant
development since its inception and is currently a key field of biological
sciences that has a huge impact on modern society and scientific research. Over
the centuries, this discipline has undergone significant changes, shaping our
understanding of infectious diseases and food safety. Starting from the
simplest observations of microscopic organisms such as bacteria, viruses, fungi
and protozoa, and ending with modern molecular and genomic research methods.
This article describes a brief historical path of microbiology development. The
heuristic, morphological, physiological, immunological, and molecular genetic
stages are the main periods into which the development of this science is
traditionally divided, despite the lack of full-fledged and precise boundaries
between them.",http://arxiv.org/pdf/2505.09658v1,physics.bio-ph
2025-05-13 08:33:54+00:00,Benchmarking AI scientists in omics data-driven biological research,"['Erpai Luo', 'Jinmeng Jia', 'Yifan Xiong', 'Xiangyu Li', 'Xiaobo Guo', 'Baoqi Yu', 'Lei Wei', 'Xuegong Zhang']","The rise of large language models and multi-agent systems has sparked growing
interest in AI scientists capable of autonomous biological research. However,
existing benchmarks either focus on reasoning without data or on data analysis
with predefined statistical answers, lacking realistic, data-driven evaluation
settings. Here, we introduce the Biological AI Scientist Benchmark (BaisBench),
a benchmark designed to assess AI scientists' ability to generate biological
discoveries through data analysis and reasoning with external knowledge.
BaisBench comprises two tasks: cell type annotation on 31 expert-labeled
single-cell datasets, and scientific discovery through answering 198
multiple-choice questions derived from the biological insights of 41 recent
single-cell studies. Systematic experiments on state-of-the-art AI scientists
and LLM agents showed that while promising, current models still substantially
underperform human experts on both tasks. We hope BaisBench will fill this gap
and serve as a foundation for advancing and evaluating AI models for scientific
discovery. The benchmark can be found at: https://github.com/EperLuo/BaisBench.",http://arxiv.org/pdf/2505.08341v1,cs.AI
2025-05-11 09:42:24+00:00,BioProBench: Comprehensive Dataset and Benchmark in Biological Protocol Understanding and Reasoning,"['Yuyang Liu', 'Liuzhenghao Lv', 'Xiancheng Zhang', 'Li Yuan', 'Yonghong Tian']","Biological protocols are fundamental to reproducibility and safety in life
science research. While large language models (LLMs) perform well on general
tasks, their systematic evaluation on these highly specialized,
accuracy-critical, and inherently procedural texts remains limited. In this
work, we present BioProBench, the first large-scale, multi-task benchmark for
biological protocol understanding and reasoning. While there are several
benchmark tasks involving protocol question answering, BioProBench provides a
comprehensive suite of five core tasks: Protocol Question Answering, Step
Ordering, Error Correction, Protocol Generation, and Protocol Reasoning,
enabling a holistic evaluation of LLMs on procedural biological texts. Built
upon 27K original protocols, it yields nearly 556K high-quality structured
instances. We evaluate 12 mainstream open/closed-source LLMs. Experimental
results reveal that some models perform well on basic understanding tasks
(e.g., \sim70% PQA-Acc., >64% ERR F1), but struggle significantly with deep
reasoning and structured generation tasks like ordering and generation.
Furthermore, model comparisons show diverse performance: certain open-source
models approach closed-source levels on some tasks, yet bio-specific small
models lag behind general LLMs, indicating limitations on complex procedural
content. Overall, BioProBench, through its task design and experimental
findings, systematically reveals the fundamental challenges for current LLMs in
procedural knowledge understanding, deep adaptability to specific domains,
reliability of structured reasoning, and handling of sophisticated precision
and safety constraints, providing key directions for future AI in the field of
scientific experiment automation. The code and data are available at:
https://github.com/YuyangSunshine/bioprotocolbench and
https://huggingface.co/datasets/BioProBench/BioProBench.",http://arxiv.org/pdf/2505.07889v2,cs.CL
2025-05-09 21:47:19+00:00,Autonomous Vision-Based Magnetic Microrobotic Pushing of Micro-Objects and Cells,"['Max Sokolich', 'Ceren Kirmizitas', 'Sambeeta Das', 'Ron Weiss']","Accurate and autonomous transportation of micro-objects and biological cells
can enable significant advances in a wide variety of research disciplines.
Here, we present a novel, vision-based, model-free microrobotic pushing
algorithm for the autonomous manipulation of micro objects and biological
cells. The algorithm adjusts the axis of a rotating magnetic field that in turn
controls the heading angle and spin axis of a spherical Janus rolling
microrobot. We introduce the concept of a microrobotic guiding corridor to
constrain the object and to avoid pushing failures. We then show that employing
only two simple conditions, the microrobot is able to successfully and
autonomously push microscale objects along predefined trajectories. We evaluate
the performance of the algorithm by measuring the mean absolute error and
completion time relative to a desired path at different actuation frequencies
and guiding corridor widths. Finally, we demonstrate biomedical applicability
by autonomously transporting a single biological cell, highlighting the methods
potential for applications in tissue engineering, drug delivery and synthetic
biology.",http://arxiv.org/pdf/2505.06450v1,cs.RO
2025-05-09 19:39:55+00:00,Contributions of the Petabyte Scale Sequence Search Codeathon toward efforts to scale sequence-based searches on SRA,"['Priyanka Ghosh', 'Kjiersten Fagnan', 'Ryan Connor', 'Ravinder Pannu', 'Travis J. Wheeler', 'Mihai Pop', 'C. Titus Brown', 'Tessa Pierce-Ward', 'Rob Patro', 'Jacquelyn S. Michaelis', 'Thomas L. Madden', 'Christiam Camacho', 'Olaitan I. Awe', 'Arianna I. Krinos', 'René KM Xavier', 'Rodrigo Ortega Polo', 'Jack W. Roddy', 'Adelaide Rhodes', 'Alexander Sweeten', 'Adrian Viehweger', 'Bariş Ekim', 'Harihara Subrahmaniam Muralidharan', 'Amatur Rahman', 'Vinícius W. Salazar', 'Andrew Tritt', 'Thomas Colligan', 'Katrina Kalantar', 'Genevieve R. Krause', 'Taylor Reiter', 'George Lesica', 'Artem Babaian', 'Victor Lin', 'Sergey Madaminov', 'Vadim Zalunin', 'David M. Kristensen', 'Alexa Salsbury', 'Daniel P. Rice', 'J. Rodney Brister']","The volume of biological data being generated by the scientific community is
growing exponentially, reflecting technological advances and research
activities. The National Institutes of Health's (NIH) Sequence Read Archive
(SRA), which is maintained by the National Center for Biotechnology Information
(NCBI) at the National Library of Medicine (NLM), is a rapidly growing public
database that researchers use to drive scientific discovery across all domains
of life. This increase in available data has great promise for pushing
scientific discovery but also introduces new challenges that scientific
communities need to address. As genomic datasets have grown in scale and
diversity, a parade of new methods and associated software have been developed
to address the challenges posed by this growth. These methodological advances
are vital for maximally leveraging the power of next-generation sequencing
(NGS) technologies. With the goal of laying a foundation for evaluation of
methods for petabyte-scale sequence search, the Department of Energy (DOE)
Office of Biological and Environmental Research (BER), the NIH Office of Data
Science Strategy (ODSS), and NCBI held a virtual codeathon 'Petabyte Scale
Sequence Search: Metagenomics Benchmarking Codeathon' on September 27 - Oct 1
2021, to evaluate emerging solutions in petabyte scale sequence search. The
codeathon attracted experts from national laboratories, research institutions,
and universities across the world to (a) develop benchmarking approaches to
address challenges in conducting large-scale analyses of metagenomic data
(which comprises approximately 20% of SRA), (b) identify potential applications
that benefit from SRA-wide searches and the tools required to execute the
search, and (c) produce community resources i.e. a public facing repository
with information to rebuild and reproduce the problems addressed by each team
challenge.",http://arxiv.org/pdf/2505.06395v1,q-bio.OT
2025-05-08 15:58:57+00:00,Machine learning bridging battery field data and laboratory data,"['Yanbin Zhao', 'Hao Liu', 'Zhihua Deng', 'Tong Li', 'Haoyi Jiang', 'Zhenfei Ling', 'Xingkai Wang', 'Lei Zhang', 'Xiaoping Ouyang']","Aiming at the dilemma that most laboratory data-driven diagnostic and
prognostic methods cannot be applied to field batteries in passenger cars and
energy storage systems, this paper proposes a method to bridge field data and
laboratory data using machine learning. Only two field real impedances
corresponding to a medium frequency and a high frequency are needed to predict
laboratory real impedance curve, laboratory charge/discharge curve, and
laboratory relaxation curve. Based on the predicted laboratory data, laboratory
data-driven methods can be used for field battery diagnosis and prognosis.
Compared with the field data-driven methods based on massive historical field
data, the proposed method has the advantages of higher accuracy, lower cost,
faster speed, readily available, and no use of private data. The proposed
method is tested using two open-source datasets containing 249 NMC cells. For a
test set containing 76 cells, the mean absolute percentage errors of laboratory
real impedance curve, charge curve, and discharge curve prediction results are
0.85%, 4.72%, and 2.69%, respectively. This work fills the gap between
laboratory data-driven diagnostic and prognostic methods and field battery
applications, making all laboratory data-driven methods applicable to field
battery diagnosis and prognosis. Furthermore, this work overturns the fixed
path of developing field battery diagnostic and prognostic methods based on
massive field historical data, opening up new research and breakthrough
directions for field battery diagnosis and prognosis.",http://arxiv.org/pdf/2505.05364v2,stat.AP
2025-05-07 10:14:31+00:00,Sparsity is All You Need: Rethinking Biological Pathway-Informed Approaches in Deep Learning,"['Isabella Caranzano', 'Corrado Pancotti', 'Cesare Rollo', 'Flavio Sartori', 'Pietro Liò', 'Piero Fariselli', 'Tiziana Sanavia']","Biologically-informed neural networks typically leverage pathway annotations
to enhance performance in biomedical applications. We hypothesized that the
benefits of pathway integration does not arise from its biological relevance,
but rather from the sparsity it introduces. We conducted a comprehensive
analysis of all relevant pathway-based neural network models for predictive
tasks, critically evaluating each study's contributions. From this review, we
curated a subset of methods for which the source code was publicly available.
The comparison of the biologically informed state-of-the-art deep learning
models and their randomized counterparts showed that models based on randomized
information performed equally well as biologically informed ones across
different metrics and datasets. Notably, in 3 out of the 15 analyzed models,
the randomized versions even outperformed their biologically informed
counterparts. Moreover, pathway-informed models did not show any clear
advantage in interpretability, as randomized models were still able to identify
relevant disease biomarkers despite lacking explicit pathway information. Our
findings suggest that pathway annotations may be too noisy or inadequately
explored by current methods. Therefore, we propose a methodology that can be
applied to different domains and can serve as a robust benchmark for
systematically comparing novel pathway-informed models against their randomized
counterparts. This approach enables researchers to rigorously determine whether
observed performance improvements can be attributed to biological insights.",http://arxiv.org/pdf/2505.04300v1,q-bio.QM
