date_added,domain,url_domain,claim
2026-05-10 12:03:59,independent.co.uk,independent.co.uk,Hantavirus evacuation on MV Hondius in Tenerife
2026-05-10 12:03:59,independent.co.uk,independent.co.uk,Hantavirus affecting cruise ship passengers in Tenerife
2026-05-10 11:27:22,euronews.com,euronews.com,A cruise ship affected by hantavirus has arrived in Spain's Canary Islands.
2026-05-10 11:27:22,euronews.com,euronews.com,Passengers are being evacuated from a cruise ship impacted by hantavirus in Tenerife.
2026-05-10 11:02:52,newsday.com,newsday.com,News on hantavirus found on the cruise ship Hondius in Tenerife
2026-05-10 10:56:29,independent.co.uk,independent.co.uk,There is news regarding hantavirus related to the army on Tristan da Cunha involving the MV Hondius.
2026-05-10 10:49:35,wtop.com,wtop.com,"A cruise ship affected by hantavirus has arrived in Tenerife, Spain."
2026-05-10 10:28:06,headtopics.com,ch.headtopics.com,Hantavirus situation in Tristan da Cunha
2026-05-10 09:56:42,headtopics.com,ng.headtopics.com,WHO reassures Tenerife residents regarding the hantavirus outbreak.
2026-05-10 09:56:42,headtopics.com,it.headtopics.com,The ship linked to the hantavirus outbreak has arrived in Tenerife.
2026-05-10 09:40:06,live-kesq.pantheonsite.io,live-kesq.pantheonsite.io,Passengers on a hantavirus-hit cruise ship are expected to return home as it approaches Tenerife.
2026-05-10 09:31:27,livemint.com,livemint.com,Evacuation of a cruise ship due to hantavirus in the Canary Islands.
2026-05-10 09:05:54,headtopics.com,pt.headtopics.com,MV Hondius arrives in Tenerife post-hantavirus outbreak.
2026-05-10 09:05:54,headtopics.com,au.headtopics.com,Cruise ship affected by hantavirus arrives in Tenerife.
2026-05-10 09:05:54,headtopics.com,au.headtopics.com,Hantavirus-infected cruise ship reaches Tenerife with Spanish passengers.
2026-05-10 09:05:54,headtopics.com,es.headtopics.com,Hantavirus alert on the MV Hondius cruise ship in the Canaries.
2026-05-10 09:00:44,napoli.corriere.it,napoli.corriere.it,"An individual in the Vesuvian area has been isolated due to hantavirus, but remains asymptomatic, and all his contacts have been traced by the crisis unit of the region."
2026-05-10 08:11:09,news.ssbcrack.com,news.ssbcrack.com,Hantavirus outbreak on cruise leads to passenger monitoring in 12 countries.
2026-05-10 08:09:09,elpais.com,elpais.com,The cruise MV Hondius arrives in Tenerife after an outbreak of hantavirus.
2026-05-10 07:59:50,marca.com,marca.com,Ignatius Ferray's speech about hantavirus in the Canary Islands is controversial.
2026-05-10 07:48:33,marca.com,marca.com,Claim about a controversial speech related to hantavirus in the context of Canarias and police involvement.
2026-05-10 07:44:26,headtopics.com,my.headtopics.com,Cruise ship hit by hantavirus outbreak arrives in Tenerife
2026-05-10 07:42:58,noticias.foxnews.com,foxnews.com,"A cruise ship is connected to a deadly hantavirus outbreak, prompting passenger evacuation in Tenerife."
2026-05-10 07:38:56,independent.co.uk,independent.co.uk,Hantavirus outbreak leads to evacuation of a cruise ship in Tenerife
2026-05-10 06:22:46,dailymail.co.uk,dailymail.com,Hantavirus-stricken cruise ship arrives in Tenerife amid protests as officials prepare evacuation and quarantine
2026-05-10 06:20:59,cnn.com,cnn.com,Report on hantavirus concerns related to a cruise ship in Tenerife.
2026-05-10 06:17:53,headtopics.com,at.headtopics.com,Dutch cruise ship with hantavirus outbreak
2026-05-10 06:17:53,headtopics.com,br.headtopics.com,Cruise with hantavirus outbreak arrives in Tenerife
2026-05-10 06:17:53,headtopics.com,ch.headtopics.com,Hantavirus outbreak on Hondius ship travelers in Tenerife
2026-05-10 06:17:53,headtopics.com,ch.headtopics.com,Cruise ship with hantavirus patients lands in Tenerife
2026-05-10 06:17:53,headtopics.com,it.headtopics.com,Hantavirus alert today in Tenerife as the ship arrives
2026-05-10 06:17:16,napoli.corriere.it,napoli.corriere.it,Report on a hantavirus case involving a 24-year-old in Naples.
2026-05-10 06:08:54,dailymail.co.uk,dailymail.com,"A cruise ship affected by Hantavirus has arrived in Tenerife amidst protests, and officials are preparing to evacuate passengers for quarantine."
2026-05-10 06:02:06,cbsnews.com/sanfrancisco,cbsnews.com,A cruise ship affected by hantavirus has arrived in the Canary Islands.
2026-05-10 05:40:56,headtopics.com,es.headtopics.com,Canary Islands president warns about hantavirus
2026-05-10 05:40:56,headtopics.com,us.headtopics.com,Hantavirus-affected cruise ship arrives in Tenerife
2026-05-10 05:26:18,memeorandum.com,keyt.com,A cruise ship affected by hantavirus is approaching Tenerife and passengers are expected to return home.
2026-05-10 05:05:53,cbsnews.com,cbsnews.com,A cruise ship affected by hantavirus has arrived in the Canary Islands.
2026-05-10 04:21:24,san.com,san.com,Spain is preparing an isolated evacuation for a cruise ship affected by hantavirus.
2026-05-10 01:56:48,alltop.com,theguardian.com,Spanish authorities are preparing for the arrival of hantavirus from a cruise ship.
2026-05-10 01:25:14,news.ssbcrack.com,news.ssbcrack.com,UK passengers on a hantavirus-afflicted cruise ship will be quarantined in Merseyside.
2026-05-10 00:36:31,thegatewaypundit.com,thegatewaypundit.com,The first patient of hantavirus was identified as a Dutch birdwatcher.
2026-05-09 22:51:18,eastbaytimes.com,eastbaytimes.com,WHO head is reassuring residents about a ship carrying hantavirus heading to a Spanish island.
2026-05-09 22:28:18,elpais.com,elpais.com,Concerns about a cruise ship linked to a hantavirus outbreak arriving at a port in Tenerife.
2026-05-09 20:01:11,headtopics.com,es.headtopics.com,Hondius evacuates passengers after hantavirus outbreak
2026-05-09 19:26:51,headtopics.com,es.headtopics.com,Hantavirus detected on a Dutch cruise ship
2026-05-09 19:00:05,livemint.com,livemint.com,Claims about a hantavirus outbreak in Tenerife and urges for calm as a cruise ship linked to the illness prepares to dock.
2026-05-09 18:38:14,headtopics.com,se.headtopics.com,Spanish patient tests negative for hantavirus.
2026-05-09 18:38:14,headtopics.com,es.headtopics.com,Cruise ship with hantavirus cases docks in Granadilla.
2026-05-09 18:38:14,headtopics.com,mx.headtopics.com,24 British nationals evacuated from a cruise affected by hantavirus.
2026-05-09 18:38:14,headtopics.com,pt.headtopics.com,Spain to demarcate passengers from cruise ship with hantavirus cases.
2026-05-09 18:38:14,headtopics.com,es.headtopics.com,Hantavirus outbreak during arrival of the MV Hondius cruise in the Canary Islands.
2026-05-09 18:31:13,independent.co.uk,independent.co.uk,There is a hantavirus outbreak linked to a ship at Arrowe Park Hospital.
2026-05-09 18:22:40,cnnespanol.cnn.com,cnnespanol.cnn.com,Spanish authorities operate on a ship affected by hantavirus in the Canary Islands
2026-05-09 18:08:13,memeorandum.com,statnews.com,Hantavirus outbreak on a cruise ship leads to evacuations in Spain and Canary Islands
2026-05-09 18:02:34,elpais.com,elpais.com,Discussion on the emergence of hantavirus and its implications in Spain.
2026-05-09 17:42:41,napoli.corriere.it,napoli.corriere.it,Health Ministry activates surveillance protocols for hantavirus in Campania
2026-05-09 17:15:36,euronews.com,euronews.com,Concerns about the potential danger of a hantavirus outbreak in Tenerife.
2026-05-09 17:01:01,infonews.ca,infonews.ca,The head of WHO is reassuring residents regarding a ship carrying hantavirus headed for Spanish Island.
2026-05-09 16:20:02,elpais.com,elpais.com,The most controversial port in the Canary Islands presents itself for the hantavirus cruise landing.
2026-05-09 15:59:33,corrierefiorentino.corriere.it,corrierefiorentino.corriere.it,Report on a woman in Florence quarantined after flying with a hantavirus victim.
2026-05-09 15:43:10,whatfinger.com,alexjoneslive.com,"Globalists are allegedly initiating 'COVID 2.0' as hantavirus spreads, prompting EU mask recommendations."
2026-05-09 15:32:08,dailymail.co.uk,dailymail.com,Tenerife residents express fury over hantavirus concerns as a cruise ship disembarks British passengers.
2026-05-09 15:24:20,cbsnews.com,cbsnews.com,Spain is preparing to dock a cruise ship affected by hantavirus to evacuate passengers.
2026-05-09 15:24:20,cbsnews.com,cbsnews.com,"A ship with a hantavirus outbreak is heading toward the Canary Islands, prompting local protests."
2026-05-09 15:16:11,apnews.com,apnews.com,Hantavirus outbreak linked to a cruise ship in Spain.
2026-05-09 15:14:09,gbnews.com,gbnews.com,Britons are reportedly trapped on a cruise ship in Tenerife due to hantavirus concerns.
2026-05-09 15:06:01,nbcnews.com,nbcnews.com,World health chief addresses concerns of Tenerife residents regarding hantavirus.
2026-05-09 15:01:16,roma.corriere.it,roma.corriere.it,Hantavirus exposure case in Rome
2026-05-08 11:37:09,whdh.com,whdh.com,Spain is preparing for evacuations due to a hantavirus outbreak on a cruise ship heading for the Canary Islands.
2026-05-08 11:18:13,6abc.com,6abc.com,Hantavirus outbreak classified as a Level 3 emergency by the CDC with evacuations in Spain
2026-05-08 10:56:58,abc7chicago.com,abc7chicago.com,"There is a hantavirus outbreak that the CDC has classified as a level 3 emergency response, leading to evacuations in Spain."
2026-05-08 10:54:43,abc7.com,abc7.com,Spain is preparing evacuations related to a hantavirus outbreak classified as a level 3 emergency by the CDC.
2026-05-08 10:49:33,michiganpublic.org,michiganpublic.org,Spain prepares for evacuations related to a hantavirus outbreak on a cruise ship.
2026-05-08 09:47:14,infonews.ca,infonews.ca,Spain is preparing for evacuations due to a hantavirus outbreak on a cruise ship.
2026-05-08 09:37:46,news.yahoo.com,news.yahoo.com,Spain is preparing for evacuations in response to a hantavirus outbreak.
2026-05-08 09:12:51,dailymail.co.uk,dailymail.com,Third Briton feared to have hantavirus in remote inhabited island
2026-05-08 09:02:14,cnnespanol.cnn.com,cnnespanol.cnn.com,Isolation measures in Spain amid hantavirus outbreak and COVID-19.
2026-05-07 17:23:57,euronews.com,euronews.com,Tenerife locals are concerned but calm about hantavirus-affected cruise ship.
2026-05-07 16:53:29,6abc.com,6abc.com,"Hantavirus outbreak associated with a cruise ship heading to Spain's Canary Islands, with officials racing to trace victims' contacts."
2026-05-07 16:44:09,laopinion.com,laopinion.com,The WHO stated that the hantavirus outbreak does not signify the start of a pandemic following 5 confirmed cases on a cruise ship heading to Spain.
2026-05-07 15:33:29,headtopics.com,uk.headtopics.com,Update on British passengers from hantavirus cruise ship
2026-05-07 14:20:12,independent.co.uk,independent.co.uk,Rats on cruise ship spread hantavirus to the UK
2026-05-07 13:30:35,breitbart.com,breitbart.com,Spain is disclosing health protocol details for an impending hantavirus outbreak related to a ship.
2026-05-07 13:28:55,marca.com,marca.com,There is a possible hantavirus case involving a KLM flight attendant being investigated in the Netherlands.
2026-05-07 13:02:16,elpais.com,elpais.com,Port workers in Granadilla threaten to block facilities when a cruise ship with a hantavirus outbreak arrives.
2026-05-07 11:57:42,abc7news.com,abc7news.com,Officials are attempting to trace victims and contacts related to a hantavirus outbreak linked to a cruise ship in Spain's Canary Islands.
2026-05-07 11:36:34,abc7chicago.com,abc7chicago.com,Officials are racing to trace the contacts of hantavirus victims on a cruise ship heading to Spain's Canary Islands.
2026-05-07 10:40:55,headtopics.com,fr.headtopics.com,A French cruise passenger has contracted hantavirus.
2026-05-07 10:40:55,headtopics.com,ch.headtopics.com,A flight attendant has been isolated due to a hantavirus outbreak in Amsterdam.
2026-05-07 10:21:46,metro.co.uk,metro.co.uk,A flight attendant has been hospitalized due to hantavirus infection from a cruise near the Canary Islands.
2026-05-07 10:21:46,metro.co.uk,metro.co.uk,A flight attendant has been hospitalized due to hantavirus infection from a cruise near the Canary Islands.
2026-05-07 10:21:46,metro.co.uk,metro.co.uk,A flight attendant has been hospitalized due to hantavirus infection from a cruise near the Canary Islands.
2026-05-07 10:01:39,dailymail.co.uk,dailymail.co.uk,"Potential hantavirus carriers from a cruise ship could spread the virus globally, affecting passengers from multiple countries."
2026-05-07 09:20:25,dailystar.co.uk,dailystar.co.uk,There is chaos in Europe due to an increase in hantavirus cases.
2026-05-07 09:13:27,whdh.com,whdh.com,A cruise ship with a hantavirus outbreak is heading to the Canary Islands after three passengers were evacuated.
2026-05-07 08:51:18,independent.co.uk,independent.co.uk,Hantavirus outbreak among cruise ship passengers in the UK
2026-05-07 08:37:22,metro.co.uk,metro.co.uk,"A flight attendant has been hospitalized due to hantavirus after a cruise ship, infected with the virus, is near the Canary Islands."
2026-05-07 07:19:19,headtopics.com,fr.headtopics.com,"A French contact case of hantavirus, what we know"
2026-05-07 07:00:11,independent.co.uk,independent.co.uk,"A hantavirus outbreak reported on a cruise ship in Tenerife, Canary Islands."
2026-05-07 07:00:11,independent.co.uk,independent.co.uk,A hantavirus outbreak linked to a cruise ship involving Switzerland and Argentina.
2026-05-07 05:59:25,elpais.com,elpais.com,Health operation for the hantavirus outbreak on a cruise ship arriving in the Canary Islands.
2026-05-07 05:44:47,dailystar.co.uk,dailystar.co.uk,A British passenger has been infected with hantavirus and speaks about their experience.
2026-05-07 04:44:26,headtopics.com,de.headtopics.com,Contact person for hantavirus arrives at Düsseldorf clinic.
2026-05-07 01:48:53,ladbible.com,ladbible.com,Brits are self-isolating due to hantavirus concerns.
